5.477225575051658697e-03
6.572670690061992865e-03
7.887204828074393867e-03
9.464645793689266048e-03
1.135757495242712203e-02
1.362908994291255060e-02
1.635490793149504962e-02
1.962588951779406510e-02
2.355106742135287465e-02
2.826128090562345790e-02
3.391353708674814393e-02
4.069624450409776301e-02
4.883549340491732949e-02
5.860259208590078844e-02
7.032311050308093225e-02
8.438773260369714091e-02
1.012652791244365580e-01
1.215183349493238474e-01
1.458220019391886224e-01
1.749864023270263080e-01
2.099836832061005576e-01
2.519804198473206691e-01
3.023765038167848251e-01
3.628518045801417125e-01
4.354221654961700216e-01
5.225065985954040482e-01
6.270079183144847690e-01
7.524095019773816562e-01
9.028914023728579208e-01
1.083469682847429505e+00
1.300163619416915273e+00
1.560196343300298549e+00
1.872235652792751281e+00
2.246682783351301449e+00
2.696019340021561739e+00
3.235223208025873820e+00
3.882267849631049206e+00
4.658721419557259047e+00
5.590465703468709968e+00
6.708558844162451074e+00
8.050270612994943065e+00
